sale_id,listing_id,customer_id,agent_id,sale_date,sold_price,commission_rate,commission_value,payment_status
S027533,LST-27533,C005897,A2682,4/3/2024,475636,0.05,23782,Paid
S027536,LST-27536,C016116,A0999,8/7/2024,101833,0.05,5092,Paid
S027538,LST-27538,C008783,A3220,2/28/2024,131944,0.05,6597,Paid
S027539,LST-27539,C008493,A1552,9/20/2024,120796,0.05,6040,Paid
S027540,LST-27540,C027570,A2089,8/30/2024,141340,0.05,7067,Paid
S027541,LST-27541,C025848,A1475,3/27/2024,101513,0.05,5076,Paid
S027545,LST-27545,C031407,A0086,2/20/2024,140305,0.05,7015,Paid
S027546,LST-27546,C023104,A0296,9/8/2024,138478,0.05,6924,Paid
S027548,LST-27548,C008318,A0228,8/13/2024,107364,0.05,5368,Paid
S027549,LST-27549,C046738,A2876,8/17/2024,142961,0.05,7148,Paid
S027550,LST-27550,C021929,A1500,9/1/2024,384116,0.05,19206,Paid
S027552,LST-27552,C014829,A1894,8/31/2024,116400,0.05,5820,Paid
S027553,LST-27553,C012810,A2671,3/22/2024,99459,0.05,4973,Paid
S027554,LST-27554,C015036,A0590,4/25/2024,134162,0.05,6708,Paid
S027555,LST-27555,C026651,A1318,9/18/2024,93583,0.05,4679,Paid
S027558,LST-27558,C010969,A2069,10/20/2024,77414,0.06,4645,Paid
S027561,LST-27561,C019587,A2337,2/26/2024,171556,0.05,8578,Paid
S027562,LST-27562,C003149,A0682,8/9/2024,170034,0.05,8502,Paid
S027563,LST-27563,C004504,A2238,3/21/2024,107603,0.05,5380,Paid
S027565,LST-27565,C009550,A3503,2/2/2024,167951,0.05,8398,Paid
S027567,LST-27567,C047700,A3115,4/6/2024,95967,0.05,4798,Paid
S027568,LST-27568,C030811,A0105,8/6/2024,72987,0.05,3649,Paid
S027569,LST-27569,C045946,A0969,9/6/2024,107375,0.05,5369,Paid
S027570,LST-27570,C001671,A2399,4/15/2024,85940,0.05,4297,Paid
S027572,LST-27572,C046575,A0780,8/10/2024,119213,0.05,5961,Paid
S027574,LST-27574,C020784,A0198,2/7/2024,548499,0.05,27425,Paid
S027577,LST-27577,C018958,A1713,3/18/2024,383994,0.05,19200,Paid
S027578,LST-27578,C046933,A0273,4/7/2024,109356,0.05,5468,Paid
S027579,LST-27579,C049216,A3145,4/15/2024,144478,0.05,7224,Paid
S027582,LST-27582,C021628,A2865,3/29/2024,111183,0.05,5559,Paid
S027586,LST-27586,C023861,A1156,10/22/2024,374819,0.05,18741,Paid
S027589,LST-27589,C010448,A2536,2/12/2024,325310,0.05,16266,Paid
S027590,LST-27590,C032931,A3494,2/8/2024,89184,0.06,5351,Paid
S027594,LST-27594,C023284,A3268,2/4/2024,364715,0.05,18236,Paid
S027597,LST-27597,C012004,A1853,2/20/2024,153624,0.05,7681,Paid
S027598,LST-27598,C008056,A2746,3/13/2024,125863,0.05,6293,Paid
S027600,LST-27600,C026932,A0544,9/12/2024,425045,0.05,21252,Paid
S027602,LST-27602,C031883,A0708,4/3/2024,384312,0.045,17294,Paid
S027603,LST-27603,C014169,A1849,8/4/2024,150073,0.05,7504,Paid
S027604,LST-27604,C015101,A3149,4/15/2024,58917,0.05,2946,Paid
S027606,LST-27606,C001549,A2895,3/20/2024,120744,0.05,6037,Paid
S027607,LST-27607,C032926,A2932,8/26/2024,67057,0.05,3353,Paid
S027608,LST-27608,C030693,A1163,5/8/2024,118824,0.05,5941,Paid
S027609,LST-27609,C011383,A0181,10/2/2024,115282,0.05,5764,Paid
S027611,LST-27611,C034392,A0989,2/25/2024,387037,0.05,19352,Paid
S027613,LST-27613,C039011,A3345,3/29/2024,455429,0.05,22771,Paid
S027615,LST-27615,C016598,A0701,3/20/2024,132931,0.05,6647,Paid
S027618,LST-27618,C047880,A1620,2/1/2024,78031,0.05,3902,Paid
S027621,LST-27621,C037988,A3364,3/19/2024,179222,0.05,8961,Paid
S027623,LST-27623,C044411,A0223,3/8/2024,111932,0.05,5597,Paid
S027626,LST-27626,C007729,A1847,8/17/2024,146369,0.05,7318,Paid
S027629,LST-27629,C023596,A0151,4/21/2024,77091,0.05,3855,Paid
S027631,LST-27631,C025098,A1225,10/13/2024,66641,0.05,3332,Paid
S027633,LST-27633,C031810,A2393,2/29/2024,114744,0.05,5737,Paid
S027639,LST-27639,C044944,A2452,11/3/2024,153509,0.05,7675,Paid
S027641,LST-27641,C042262,A1452,10/31/2024,124304,0.06,7458,Paid
S027644,LST-27644,C030480,A3117,3/26/2024,134406,0.06,8064,Paid
S027645,LST-27645,C017678,A1033,4/1/2024,142932,0.05,7147,Paid
S027646,LST-27646,C028271,A2176,8/28/2024,162251,0.05,8113,Paid
S027648,LST-27648,C006821,A2414,3/25/2024,506790,0.05,25340,Paid
S027651,LST-27651,C016063,A0117,2/23/2024,103076,0.05,5154,Paid
S027652,LST-27652,C042896,A0460,9/26/2024,407941,0.05,20397,Paid
S027656,LST-27656,C046802,A1687,11/5/2024,150891,0.05,7545,Paid
S027659,LST-27659,C048359,A0874,4/9/2024,110177,0.05,5509,Paid
S027661,LST-27661,C044430,A1892,4/18/2024,110098,0.05,5505,Paid
S027662,LST-27662,C001963,A3282,9/1/2024,128383,0.05,6419,Paid
S027664,LST-27664,C023062,A2008,8/8/2024,115103,0.05,5755,Paid
S027666,LST-27666,C023298,A1510,9/8/2024,489694,0.05,24485,Paid
S027668,LST-27668,C041350,A0289,8/30/2024,91564,0.05,4578,Paid
S027669,LST-27669,C001403,A0771,2/6/2024,375864,0.05,18793,Paid
S027670,LST-27670,C047819,A1717,11/2/2024,105939,0.05,5297,Paid
S027671,LST-27671,C021208,A3445,3/16/2024,84702,0.05,4235,Paid
S027674,LST-27674,C047429,A3074,2/25/2024,116932,0.05,5847,Paid
S027678,LST-27678,C011747,A0428,3/3/2024,153646,0.05,7682,Paid
S027679,LST-27679,C000443,A1084,3/30/2024,114512,0.045,5153,Paid
S027682,LST-27682,C021570,A3522,1/31/2024,298483,0.05,14924,Paid
S027684,LST-27684,C012146,A1457,9/23/2024,653265,0.05,32663,Paid
S027688,LST-27688,C017839,A1395,9/1/2024,126605,0.05,6330,Paid
S027689,LST-27689,C025920,A2835,3/23/2024,111062,0.05,5553,Paid
S027690,LST-27690,C030671,A0010,3/15/2024,102953,0.05,5148,Paid
S027691,LST-27691,C018294,A2378,10/18/2024,91819,0.05,4591,Paid
S027692,LST-27692,C029906,A1242,3/17/2024,297686,0.05,14884,Paid
S027694,LST-27694,C019174,A3549,3/5/2024,283361,0.05,14168,Paid
S027695,LST-27695,C007274,A2853,7/29/2024,124803,0.05,6240,Paid
S027696,LST-27696,C021325,A2492,1/26/2024,113336,0.05,5667,Paid
S027698,LST-27698,C002469,A1105,2/9/2024,455229,0.05,22761,Paid
S027700,LST-27700,C011909,A3604,10/24/2024,90885,0.05,4544,Paid
S027701,LST-27701,C000001,A1992,2/18/2024,109420,0.05,5471,Paid
S027702,LST-27702,C034132,A1027,3/1/2024,163829,0.05,8191,Paid
S027703,LST-27703,C006734,A0596,2/10/2024,513958,0.05,25698,Paid
S027707,LST-27707,C038469,A0716,4/14/2024,320045,0.05,16002,Paid
S027709,LST-27709,C028390,A1996,3/6/2024,122333,0.05,6117,Paid
S027710,LST-27710,C033131,A2841,3/21/2024,136688,0.05,6834,Paid
S027711,LST-27711,C002093,A3355,10/18/2024,132782,0.05,6639,Paid
S027715,LST-27715,C004384,A0704,3/8/2024,63263,0.05,3163,Paid
S027716,LST-27716,C022668,A0228,2/10/2024,297295,0.05,14865,Paid
S027717,LST-27717,C049206,A0205,10/7/2024,384557,0.05,19228,Paid
S027720,LST-27720,C011183,A0728,10/1/2024,98346,0.05,4917,Paid
S027721,LST-27721,C007214,A3454,4/29/2024,83760,0.05,4188,Paid
S027722,LST-27722,C003849,A3007,10/14/2024,166585,0.05,8329,Paid
S027723,LST-27723,C047637,A1144,8/8/2024,73197,0.05,3660,Paid
S027724,LST-27724,C006605,A0975,8/25/2024,380444,0.05,19022,Paid
S027727,LST-27727,C002028,A3127,2/21/2024,113753,0.05,5688,Paid
S027728,LST-27728,C026345,A1975,3/18/2024,124061,0.05,6203,Paid
S027729,LST-27729,C013403,A0064,8/5/2024,149730,0.05,7487,Paid
S027731,LST-27731,C016059,A0263,10/26/2024,132773,0.05,6639,Paid
S027732,LST-27732,C031668,A2710,9/4/2024,67208,0.06,4032,Paid
S027733,LST-27733,C010271,A3452,4/19/2024,87281,0.05,4364,Paid
S027734,LST-27734,C003508,A1467,8/10/2024,103441,0.05,5172,Paid
S027735,LST-27735,C010046,A3145,3/30/2024,131176,0.05,6559,Paid
S027740,LST-27740,C012217,A2807,10/17/2024,82789,0.05,4139,Paid
S027741,LST-27741,C028100,A3414,2/27/2024,103957,0.05,5198,Paid
S027742,LST-27742,C001651,A0070,8/18/2024,458872,0.05,22944,Paid
S027745,LST-27745,C011528,A3293,8/24/2024,99154,0,0,Paid
S027748,LST-27748,C048352,A0145,2/5/2024,91599,0.05,4580,Paid
S027752,LST-27752,C023769,A3290,2/11/2024,336705,0.05,16835,Paid
S027754,LST-27754,C020294,A1038,3/4/2024,78302,0.05,3915,Paid
S027756,LST-27756,C013914,A1698,3/13/2024,104741,0.05,5237,Paid
S027759,LST-27759,C045027,A2244,4/5/2024,98805,0.05,4940,Paid
S027768,LST-27768,C038476,A3431,3/27/2024,156978,0.05,7849,Paid
S027771,LST-27771,C015196,A0198,9/13/2024,106004,0.05,5300,Paid
S027773,LST-27773,C023363,A1899,9/17/2024,354333,0.05,17717,Paid
S027777,LST-27777,C042881,A1123,2/26/2024,127888,0.05,6394,Paid
S027778,LST-27778,C038504,A2361,9/3/2024,439397,0.05,21970,Paid
S027782,LST-27782,C021312,A0643,9/27/2024,67974,0.05,3399,Paid
S027784,LST-27784,C015083,A3392,2/24/2024,153911,0.05,7696,Paid
S027786,LST-27786,C030066,A3320,3/15/2024,149543,0.05,7477,Paid
S027787,LST-27787,C012049,A1613,2/22/2024,119379,0.05,5969,Paid
S027791,LST-27791,C024312,A1557,4/28/2024,76012,0.05,3801,Paid
S027792,LST-27792,C045161,A1022,2/15/2024,95660,0.06,5740,Paid
S027793,LST-27793,C018518,A3021,3/29/2024,78255,0.05,3913,Paid
S027796,LST-27796,C025699,A3548,4/25/2024,95490,0.05,4775,Paid
S027798,LST-27798,C043410,A3568,8/13/2024,79176,0.06,4751,Paid
S027799,LST-27799,C040641,A0522,2/16/2024,411484,0.05,20574,Paid
S027800,LST-27800,C018961,A1599,3/30/2024,324416,0.05,16221,Paid
S027801,LST-27801,C005634,A2098,10/9/2024,76188,0.05,3809,Paid
S027802,LST-27802,C033377,A1889,9/2/2024,824954,0.05,41248,Paid
S027803,LST-27803,C029943,A3069,9/17/2024,396826,0.05,19841,Paid
S027804,LST-27804,C040885,A1285,4/11/2024,367497,0.05,18375,Paid
S027805,LST-27805,C023211,A2032,2/27/2024,87351,0.05,4368,Paid
S027806,LST-27806,C005166,A2166,3/23/2024,371368,0.05,18568,Paid
S027808,LST-27808,C039364,A3031,9/23/2024,162868,0.05,8143,Paid
S027810,LST-27810,C028633,A2985,9/9/2024,123467,0.05,6173,Paid
S027813,LST-27813,C010451,A2984,8/18/2024,68276,0.05,3414,Paid
S027814,LST-27814,C002651,A3354,2/9/2024,126779,0.05,6339,Paid
S027816,LST-27816,C000683,A2304,3/17/2024,126322,0.05,6316,Paid
S027818,LST-27818,C028476,A2354,1/31/2024,135638,0.05,6782,Paid
S027821,LST-27821,C006315,A0997,9/27/2024,687789,0.05,34389,Paid
S027822,LST-27822,C024407,A3563,10/22/2024,356319,0.05,17816,Paid
S027828,LST-27828,C021823,A0316,8/14/2024,127958,0.05,6398,Paid
S027833,LST-27833,C030271,A1158,4/12/2024,110649,0.05,5532,Paid
S027834,LST-27834,C023165,A0475,3/6/2024,115916,0.045,5216,Paid
S027835,LST-27835,C007249,A1784,4/6/2024,133114,0.05,6656,Paid
S027836,LST-27836,C014892,A2943,9/14/2024,138336,0.05,6917,Paid
S027839,LST-27839,C016164,A1761,4/26/2024,130584,0.05,6529,Paid
S027844,LST-27844,C032192,A3569,4/25/2024,134542,0.05,6727,Paid
S027845,LST-27845,C024632,A2215,3/15/2024,84721,0.05,4236,Paid
S027846,LST-27846,C014883,A0054,8/14/2024,98337,0.06,5900,Paid
S027848,LST-27848,C044847,A2341,8/23/2024,114639,0.05,5732,Paid
S027854,LST-27854,C001609,A1945,3/18/2024,115583,0.05,5779,Paid
S027857,LST-27857,C007628,A1401,4/13/2024,323442,0.05,16172,Paid
S027858,LST-27858,C015173,A2038,4/20/2024,84108,0.05,4205,Paid
S027859,LST-27859,C013661,A0360,8/21/2024,104432,0.05,5222,Paid
S027862,LST-27862,C011969,A1133,4/7/2024,133921,0.05,6696,Paid
S027863,LST-27863,C027800,A2440,8/4/2024,523011,0.05,26151,Paid
S027864,LST-27864,C004434,A0122,4/9/2024,114449,0.05,5722,Paid
S027867,LST-27867,C011102,A2853,11/2/2024,125162,0.05,6258,Paid
S027870,LST-27870,C027719,A0685,3/15/2024,321919,0.05,16096,Paid
S027871,LST-27871,C013468,A2497,8/16/2024,145139,0.05,7257,Paid
S027872,LST-27872,C042045,A0054,2/15/2024,111856,0.045,5034,Paid
S027874,LST-27874,C027641,A2609,9/26/2024,132585,0.05,6629,Paid
S027875,LST-27875,C045981,A2453,10/13/2024,128828,0.05,6441,Paid
S027876,LST-27876,C036316,A1449,8/26/2024,470198,0.05,23510,Paid
S027880,LST-27880,C023239,A0987,3/23/2024,459041,0.05,22952,Paid
S027883,LST-27883,C032093,A0653,3/28/2024,106905,0.05,5345,Paid
S027884,LST-27884,C048921,A2624,4/21/2024,65670,0.05,3284,Paid
S027885,LST-27885,C004232,A2437,3/3/2024,372045,0.05,18602,Paid
S027890,LST-27890,C006424,A0726,5/3/2024,690314,0.05,34516,Paid
S027891,LST-27891,C000315,A1001,8/2/2024,80626,0.06,4838,Paid
S027893,LST-27893,C046978,A2690,10/15/2024,303484,0.05,15174,Paid
S027894,LST-27894,C025682,A0630,9/23/2024,525365,0.05,26268,Paid
S027897,LST-27897,C048308,A0399,10/31/2024,350031,0.05,17502,Paid
S027898,LST-27898,C016956,A1186,4/1/2024,120210,0.05,6011,Paid
S027899,LST-27899,C019817,A2576,9/28/2024,84004,0.05,4200,Paid
S027900,LST-27900,C043407,A3236,2/20/2024,89446,0.06,5367,Paid
S027901,LST-27901,C019964,A2255,4/7/2024,106703,0.05,5335,Paid
S027902,LST-27902,C005113,A1330,8/20/2024,164454,0.05,8223,Paid
S027904,LST-27904,C029883,A2659,10/5/2024,454858,0.05,22743,Paid
S027905,LST-27905,C043261,A2338,2/25/2024,575810,0.05,28791,Paid
S027906,LST-27906,C043394,A1379,4/22/2024,74926,0.06,4496,Paid
S027909,LST-27909,C021426,A0475,10/22/2024,415981,0.05,20799,Paid
S027911,LST-27911,C046558,A3449,10/20/2024,90306,0.05,4515,Paid
S027912,LST-27912,C048925,A2064,9/21/2024,430424,0.05,21521,Paid
S027916,LST-27916,C025584,A1894,8/11/2024,104812,0.05,5241,Paid
S027919,LST-27919,C035887,A2502,4/16/2024,176598,0.05,8830,Paid
S027924,LST-27924,C013352,A3487,2/29/2024,377424,0.05,18871,Paid
S027929,LST-27929,C034286,A3612,2/29/2024,125941,0.05,6297,Paid
S027933,LST-27933,C019222,A2784,10/21/2024,132969,0.05,6648,Paid
S027934,LST-27934,C022224,A1032,4/3/2024,66549,0.05,3327,Paid
S027935,LST-27935,C047302,A0103,2/29/2024,77271,0.05,3864,Paid
S027936,LST-27936,C025891,A3001,2/13/2024,543309,0.05,27165,Paid
S027937,LST-27937,C046872,A0638,3/30/2024,414877,0.05,20744,Paid
S027939,LST-27939,C007074,A2938,3/13/2024,49103,0.05,2455,Paid
S027943,LST-27943,C020306,A0056,3/16/2024,97591,0.05,4880,Paid
S027945,LST-27945,C018797,A3335,8/29/2024,121315,0.05,6066,Paid
S027947,LST-27947,C030798,A1409,4/14/2024,97427,0.05,4871,Paid
S027949,LST-27949,C012003,A1656,3/16/2024,82772,0.05,4139,Paid
S027951,LST-27951,C026296,A3253,9/10/2024,721189,0.05,36059,Paid
S027953,LST-27953,C022584,A3503,9/13/2024,88051,0.05,4403,Paid
S027955,LST-27955,C039529,A1865,9/9/2024,90649,0.05,4532,Paid
S027958,LST-27958,C043903,A0707,4/24/2024,386082,0.045,17374,Paid
S027959,LST-27959,C005622,A0637,9/18/2024,53601,0.05,2680,Paid
S027963,LST-27963,C006632,A0449,4/6/2024,436540,0.05,21827,Paid
S027964,LST-27964,C046932,A2851,10/29/2024,379268,0.05,18963,Paid
S027966,LST-27966,C011224,A2641,3/4/2024,88008,0.05,4400,Paid
S027967,LST-27967,C043157,A2749,4/7/2024,159822,0.045,7192,Paid
S027968,LST-27968,C044450,A0179,3/26/2024,106535,0.06,6392,Paid
S027970,LST-27970,C020819,A1066,4/22/2024,145171,0.05,7259,Paid
S027975,LST-27975,C016659,A2817,8/6/2024,129189,0.05,6459,Paid
S027976,LST-27976,C006282,A2945,8/13/2024,107683,0.05,5384,Paid
S027977,LST-27977,C042219,A1087,5/2/2024,372212,0.05,18611,Paid
S027978,LST-27978,C013182,A2464,10/18/2024,102074,0.05,5104,Paid
S027979,LST-27979,C042424,A2320,9/16/2024,23084494,0.05,1154225,Paid
S027980,LST-27980,C004737,A3008,9/1/2024,400375,0.05,20019,Paid
S027981,LST-27981,C005498,A2343,9/26/2024,109988,0.05,5499,Paid
S027983,LST-27983,C047076,A3607,9/20/2024,124231,0.05,6212,Paid
S027984,LST-27984,C019246,A1774,3/17/2024,108075,0.05,5404,Paid
S027994,LST-27994,C043729,A2905,2/19/2024,106529,0.06,6392,Paid
S027996,LST-27996,C020990,A3153,3/18/2024,96188,0.05,4809,Paid
S027997,LST-27997,C017503,A0663,3/2/2024,119030,0.05,5952,Paid
S027998,LST-27998,C049363,A1503,3/2/2024,292549,0.05,14627,Paid
S027999,LST-27999,C043217,A2234,8/21/2024,66416,0.05,3321,Paid
S028000,LST-28000,C018501,A0046,4/18/2024,90978,0.05,4549,Paid
S028001,LST-28001,C029679,A1606,10/22/2024,376926,0.05,18846,Paid
S028006,LST-28006,C029414,A1814,8/30/2024,88859,0.05,4443,Paid
S028007,LST-28007,C006581,A3308,3/21/2024,452618,0.05,22631,Paid
S028009,LST-28009,C003647,A2558,3/14/2024,119454,0.05,5973,Paid
S028012,LST-28012,C003856,A3465,3/10/2024,84925,0.05,4246,Paid
S028013,LST-28013,C005333,A3550,1/30/2024,150175,0.05,7509,Paid
S028015,LST-28015,C015738,A1746,9/4/2024,141234,0.05,7062,Paid
S028020,LST-28020,C004147,A1539,3/27/2024,126447,0.05,6322,Paid
S028022,LST-28022,C013184,A2531,9/1/2024,117052,0.05,5853,Paid
S028025,LST-28025,C023523,A0389,3/5/2024,117309,0.05,5865,Paid
S028026,LST-28026,C003085,A0564,3/4/2024,106981,0.05,5349,Paid
S028027,LST-28027,C017978,A2842,4/10/2024,407181,0.05,20359,Paid
S028028,LST-28028,C028507,A1517,2/28/2024,92994,0.05,4650,Paid
S028029,LST-28029,C026190,A3191,3/22/2024,384627,0.045,17308,Paid
S028030,LST-28030,C046290,A0527,8/24/2024,308640,0.05,15432,Paid
S028032,LST-28032,C030995,A2536,9/25/2024,324505,0.05,16225,Paid
S028033,LST-28033,C008636,A3185,9/15/2024,152328,0.045,6855,Paid
S028035,LST-28035,C027401,A2415,2/16/2024,324055,0.05,16203,Paid
S028038,LST-28038,C002998,A0728,4/17/2024,260801,0.05,13040,Paid
S028039,LST-28039,C010742,A3232,9/3/2024,83145,0.05,4157,Paid
S028040,LST-28040,C006368,A1058,8/23/2024,86723,0.05,4336,Paid
S028041,LST-28041,C030249,A3471,3/5/2024,112669,0.05,5633,Paid
S028043,LST-28043,C014729,A2605,2/16/2024,128138,0.05,6407,Paid
S028044,LST-28044,C045262,A3213,9/14/2024,307679,0.045,13846,Paid
S028051,LST-28051,C018678,A3211,3/8/2024,122682,0.05,6134,Paid
S028052,LST-28052,C048968,A0814,10/11/2024,147806,0.05,7390,Paid
S028054,LST-28054,C010184,A2374,4/10/2024,109100,0.05,5455,Paid
S028056,LST-28056,C021970,A2874,9/19/2024,87760,0.05,4388,Paid
S028057,LST-28057,C005833,A3022,3/4/2024,153011,0.05,7651,Paid
S028058,LST-28058,C012062,A1599,10/8/2024,129401,0.045,5823,Paid
S028059,LST-28059,C019206,A1939,4/4/2024,109324,0.05,5466,Paid
S028061,LST-28061,C016600,A2453,8/10/2024,131639,0.05,6582,Paid
S028062,LST-28062,C006907,A2599,9/22/2024,600129,0.05,30006,Paid
S028063,LST-28063,C012836,A3376,2/29/2024,416261,0.05,20813,Paid
S028064,LST-28064,C044055,A2476,2/9/2024,92814,0.06,5569,Paid
S028067,LST-28067,C017540,A1534,8/28/2024,81066,0.05,4053,Paid
S028068,LST-28068,C026729,A1462,3/6/2024,465906,0.05,23295,Paid
S028073,LST-28073,C026760,A3570,2/4/2024,178242,0.05,8912,Paid
S028074,LST-28074,C028014,A0289,9/26/2024,80891,0.05,4045,Paid
S028078,LST-28078,C030728,A1038,4/10/2024,106267,0.06,6376,Paid
S028079,LST-28079,C039902,A1812,9/12/2024,125654,0.05,6283,Paid
S028081,LST-28081,C005126,A1182,10/5/2024,120570,0.05,6029,Paid
S028083,LST-28083,C031722,A1324,4/7/2024,117913,0.05,5896,Paid
S028086,LST-28086,C004785,A2005,9/13/2024,393755,0.045,17719,Paid
S028088,LST-28088,C017614,A2518,8/1/2024,449672,0.05,22484,Paid
S028090,LST-28090,C041391,A1160,8/7/2024,177038,0.05,8852,Paid
S028096,LST-28096,C010375,A2166,10/17/2024,114444,0.05,5722,Paid
S028097,LST-28097,C048426,A2020,4/2/2024,94016,0.05,4701,Paid
S028099,LST-28099,C040494,A2034,10/20/2024,121533,0.06,7292,Paid
S028107,LST-28107,C003111,A3559,10/20/2024,102906,0.05,5145,Paid
S028109,LST-28109,C001867,A1275,8/24/2024,746519,0.05,37326,Paid
S028110,LST-28110,C013277,A2979,3/6/2024,95084,0.05,4754,Paid
S028113,LST-28113,C008114,A0787,2/29/2024,54235,0.05,2712,Paid
S028116,LST-28116,C047617,A2685,9/16/2024,140484,0.05,7024,Paid
S028117,LST-28117,C046825,A0759,3/11/2024,115200,0.05,5760,Paid
S028118,LST-28118,C022290,A2225,8/21/2024,345246,0.05,17262,Paid
S028119,LST-28119,C019256,A1648,10/8/2024,164242,0.05,8212,Paid
S028122,LST-28122,C045832,A1102,2/28/2024,130284,0.05,6514,Paid
S028124,LST-28124,C030119,A2312,2/6/2024,279420,0.05,13971,Paid
S028125,LST-28125,C013929,A0859,3/20/2024,133432,0.05,6672,Paid
S028127,LST-28127,C005528,A2452,9/2/2024,105458,0.05,5273,Paid
S028129,LST-28129,C001327,A0690,2/16/2024,382579,0.05,19129,Paid
S028131,LST-28131,C019612,A2417,10/14/2024,125958,0.05,6298,Paid
S028132,LST-28132,C028261,A0927,11/4/2024,334433,0.05,16722,Paid
S028133,LST-28133,C029067,A3592,4/2/2024,137274,0.05,6864,Paid
S028134,LST-28134,C046164,A3172,8/19/2024,85522,0.05,4276,Paid
S028137,LST-28137,C003836,A1693,4/20/2024,143017,0.05,7151,Paid
S028139,LST-28139,C046886,A3607,2/5/2024,95774,0.05,4789,Paid
S028140,LST-28140,C026514,A0010,2/1/2024,105266,0.05,5263,Paid
S028141,LST-28141,C014970,A1355,10/16/2024,125423,0.05,6271,Paid
S028143,LST-28143,C048435,A1613,9/24/2024,129582,0.05,6479,Paid
S028144,LST-28144,C002692,A0420,9/26/2024,110685,0.05,5534,Paid
S028152,LST-28152,C002156,A2927,4/18/2024,133742,0.05,6687,Paid
S028153,LST-28153,C003541,A2368,8/22/2024,106094,0.05,5305,Paid
S028154,LST-28154,C014712,A2428,3/18/2024,125012,0.05,6251,Paid
S028155,LST-28155,C006470,A1398,2/29/2024,300407,0.05,15020,Paid
S028161,LST-28161,C030092,A1314,8/22/2024,151952,0.05,7598,Paid
S028165,LST-28165,C017603,A1613,4/20/2024,129376,0.05,6469,Paid
S028166,LST-28166,C042585,A0432,9/25/2024,179908,0.05,8995,Paid
S028167,LST-28167,C018329,A0842,2/7/2024,115335,0.05,5767,Paid
S028168,LST-28168,C016769,A3357,2/13/2024,81669,0.05,4083,Paid
S028169,LST-28169,C037096,A1617,10/14/2024,285447,0.05,14272,Paid
S028170,LST-28170,C035019,A2463,3/18/2024,442342,0.05,22117,Paid
S028173,LST-28173,C024563,A0926,8/28/2024,109115,0.05,5456,Paid
S028176,LST-28176,C005782,A0747,9/25/2024,387835,0.05,19392,Paid
S028178,LST-28178,C028188,A3011,3/20/2024,101792,0.05,5090,Paid
S028179,LST-28179,C027290,A2658,9/2/2024,135620,0.05,6781,Paid
S028182,LST-28182,C046616,A2468,2/3/2024,93438,0.05,4672,Paid
S028185,LST-28185,C017676,A1232,8/21/2024,133752,0.05,6688,Paid
S028186,LST-28186,C020886,A1046,4/23/2024,418902,0.05,20945,Paid
S028191,LST-28191,C001522,A2220,10/15/2024,76869,0.05,3843,Paid
S028192,LST-28192,C045530,A0944,9/27/2024,114654,0.05,5733,Paid
S028194,LST-28194,C019891,A2705,2/26/2024,98153,0.05,4908,Paid
S028197,LST-28197,C013636,A3324,3/8/2024,310691,0.05,15535,Paid
S028198,LST-28198,C048091,A2336,3/13/2024,119458,0.05,5973,Paid
S028200,LST-28200,C036373,A0374,10/8/2024,454983,0.05,22749,Paid
S028202,LST-28202,C014868,A1903,9/26/2024,114916,0.05,5746,Paid
S028205,LST-28205,C026299,A1830,8/3/2024,152050,0.05,7603,Paid
S028206,LST-28206,C006325,A1708,3/14/2024,136491,0.045,6142,Paid
S028210,LST-28210,C048787,A1482,9/7/2024,85511,0.05,4276,Paid
S028211,LST-28211,C020458,A1790,3/8/2024,137982,0.05,6899,Paid
S028214,LST-28214,C031430,A3331,8/9/2024,308392,0.05,15420,Paid
S028218,LST-28218,C044097,A0049,2/24/2024,117535,0.05,5877,Paid
S028219,LST-28219,C009150,A3426,9/2/2024,116143,0.05,5807,Paid
S028220,LST-28220,C024247,A3178,8/2/2024,336060,0.05,16803,Paid
S028222,LST-28222,C001879,A3594,4/17/2024,357999,0.05,17900,Paid
S028223,LST-28223,C017599,A0259,3/7/2024,96053,0.05,4803,Paid
S028226,LST-28226,C033640,A3516,9/19/2024,185871,0.05,9294,Paid
S028228,LST-28228,C000643,A0261,4/23/2024,133114,0.05,6656,Paid
S028234,LST-28234,C031552,A0384,1/30/2024,112036,0.05,5602,Paid
S028237,LST-28237,C009754,A2425,9/15/2024,116969,0.05,5848,Paid
S028238,LST-28238,C035591,A1111,10/25/2024,427052,0.05,21353,Paid
S028239,LST-28239,C006479,A0742,3/22/2024,268340,0.05,13417,Paid
S028240,LST-28240,C043497,A3329,2/8/2024,107992,0.06,6480,Paid
S028242,LST-28242,C004969,A1462,9/30/2024,63577,0.045,2861,Paid
S028243,LST-28243,C015635,A2118,10/24/2024,125676,0.05,6284,Paid
S028246,LST-28246,C014985,A3469,10/10/2024,158544,0.05,7927,Paid
S028247,LST-28247,C013363,A2816,4/15/2024,108863,0.05,5443,Paid
S028250,LST-28250,C042819,A0423,3/24/2024,379135,0.05,18957,Paid
S028251,LST-28251,C041156,A1975,11/3/2024,70376,0.05,3519,Paid
S028253,LST-28253,C038553,A2923,2/29/2024,450887,0.05,22544,Paid
S028254,LST-28254,C033642,A0405,9/30/2024,41243,0.05,2062,Paid
S028255,LST-28255,C043353,A2793,8/31/2024,116595,0.05,5830,Paid
S028256,LST-28256,C019438,A3241,3/14/2024,115760,0.05,5788,Paid
